City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,chengzihe,45.3333,131.0667,-15.39,94,100,1.08,CN,1675541562
274,trois-rivieres,46.3501,-72.5491,-21.96,64,97,2.68,CA,1675541414
275,mollendo,-17.0231,-72.0147,25.15,74,60,3.02,PE,1675541562
276,kuala sungai baru,2.3594,102.0353,24.12,87,100,4.38,MY,1675541562
277,asheville,35.6009,-82.554,9.23,40,0,3.6,US,1675541537
278,camacha,33.0833,-16.3333,14.68,63,40,6.69,PT,1675541521
279,zhuhai,22.2769,113.5678,18.81,82,40,2.57,CN,1675541504
280,solnechnyy,50.7214,136.6319,-25.39,98,98,1.15,RU,1675541563
281,carnarvon,-24.8667,113.6333,25.65,72,2,1.63,AU,1675541150
282,georgiyevka,43.0369,74.7114,1.02,80,0,5.0,KZ,1675541563
283,dingle,10.9995,122.6711,23.63,94,99,4.1,PH,1675541448
284,rocha,-34.4833,-54.3333,21.03,81,52,8.63,UY,1675541328
285,kishi,9.0833,3.85,31.32,16,38,1.83,NG,1675541563
286,brae,60.3964,-1.353,6.34,64,100,11.38,GB,1675541564
287,kenai,60.5544,-151.2583,-4.36,87,100,2.06,US,1675541262
288,tautira,-17.7333,-149.15,26.22,78,56,6.16,PF,1675540972
289,mar del plata,-38.0023,-57.5575,23.79,64,0,7.72,AR,1675541014
290,saldanha,-33.0117,17.9442,18.88,96,81,6.94,ZA,1675541483
291,zonguldak,41.25,31.8333,-1.09,75,99,1.94,TR,1675541564
292,hammerfest,70.6634,23.6821,-1.75,80,40,2.06,NO,1675541500
293,villa guerrero,18.8667,-99.65,21.82,34,2,2.8,MX,1675541564
294,souillac,-20.5167,57.5167,25.46,86,52,4.77,MU,1675541247
295,mocajuba,-2.5842,-49.5072,26.95,87,68,1.81,BR,1675541565
296,borovoy,55.4333,86.0833,-18.4,84,40,1.0,RU,1675541565
297,dandong,40.1292,124.3947,-5.43,63,1,1.79,CN,1675541361
298,lahij,13.1667,44.5833,21.03,80,28,1.56,YE,1675541565
299,fortuna,40.5982,-124.1573,15.37,59,100,5.36,US,1675541244
300,nome,64.5011,-165.4064,-11.96,85,100,3.6,US,1675541468
301,codrington,-38.2667,141.9667,14.21,82,100,2.63,AU,1675541566
302,luderitz,-26.6481,15.1594,17.71,85,5,7.26,NA,1675541192
303,codajas,-3.8367,-62.0569,24.81,89,99,0.46,BR,1675541567
304,upernavik,72.7868,-56.1549,-21.15,95,100,3.15,GL,1675541429
305,coquimbo,-29.9533,-71.3436,22.85,64,0,4.63,CL,1675541231
306,shellbrook,53.2168,-106.4011,-6.01,91,100,1.23,CA,1675541567
307,poum,-20.2333,164.0167,27.35,79,48,2.03,NC,1675541208
308,opuwo,-18.0607,13.84,23.5,29,88,0.84,NA,1675541333
309,saint-georges,12.0564,-61.7485,26.25,78,3,7.8,GD,1675541567
310,anastacio,-20.4836,-55.8069,30.76,46,46,1.53,BR,1675541567
311,bowen,-20.0167,148.2333,26.04,89,100,3.85,AU,1675541568
312,makaha,21.4694,-158.2175,22.53,72,100,2.57,US,1675541568
313,ancud,-41.8697,-73.8203,21.01,65,43,2.21,CL,1675541441
314,powell river,49.8496,-124.5361,9.44,90,100,5.63,CA,1675541569
315,erzin,36.9559,36.2,6.35,78,100,2.12,TR,1675541569
316,ilulissat,69.2167,-51.1,-18.99,78,40,3.09,GL,1675541232
317,lavrentiya,65.5833,-171.0,-25.35,95,96,3.12,RU,1675541225
318,boysun,38.2061,67.1986,4.58,59,100,2.85,UZ,1675541569
319,stettler,52.3168,-112.7186,0.27,81,81,3.84,CA,1675541570
320,kavaratti,10.5669,72.642,27.42,67,99,2.59,IN,1675541549
321,ixtapa,20.7,-105.2,24.57,73,40,5.66,MX,1675541343
322,elko,41.0002,-115.5012,-1.64,63,91,1.34,US,1675541570
323,fairbanks,64.8378,-147.7164,-12.02,79,100,1.54,US,1675541570
324,nishihara,26.1842,127.7558,16.6,85,100,4.12,JP,1675541572
325,phan thiet,10.9333,108.1,21.48,87,24,3.71,VN,1675541192
326,kismayo,-0.3582,42.5454,24.66,82,25,6.26,SO,1675541572
327,sanming,26.2486,117.6186,12.69,99,100,0.84,CN,1675541572
328,zigong,29.3416,104.7769,11.78,71,84,1.55,CN,1675541573
329,marystown,47.1666,-55.1483,-13.92,89,100,14.82,CA,1675541573
330,yerbogachen,61.2767,108.0108,-26.02,100,91,1.05,RU,1675541531
331,kihei,20.785,-156.4656,23.5,89,75,7.2,US,1675541573
332,corinto,37.9407,22.9573,10.5,80,82,1.67,GR,1675541574
333,bystryy istok,52.371,84.3873,-11.95,97,100,1.59,RU,1675541574
334,geraldton,-28.7667,114.6,21.23,88,75,1.54,AU,1675541434
335,suda,59.1525,37.5582,-2.94,97,95,2.45,RU,1675541575
336,broken hill,-31.95,141.4333,15.54,58,0,4.68,AU,1675541188
337,manta,-0.95,-80.7333,27.88,74,75,4.63,EC,1675541575
338,jinchang,38.4953,102.1739,-1.86,37,0,0.55,CN,1675541310
339,hualmay,-11.0964,-77.6139,24.87,71,89,4.17,PE,1675541575
340,gigmoto,13.7796,124.39,24.94,88,95,6.04,PH,1675541575
341,kahului,20.8947,-156.47,23.5,90,75,7.2,US,1675541199
342,banjar,-8.19,114.9675,24.87,90,100,0.67,ID,1675541576
343,masuda,34.6667,131.85,1.91,74,45,2.04,JP,1675541576
344,avera,33.194,-82.5271,10.77,33,9,3.19,US,1675541514
345,los llanos de aridane,28.6585,-17.9182,14.86,68,40,3.13,ES,1675541177
346,lompoc,34.6391,-120.4579,20.94,70,0,4.12,US,1675541439
347,alice springs,-23.7,133.8833,12.75,82,4,0.0,AU,1675541576
348,voh,-20.9667,164.7,26.98,84,9,1.88,NC,1675541577
349,santa cruz,-17.8,-63.1667,29.03,54,75,4.63,BO,1675541577
350,martapura,-3.4167,114.85,25.05,100,100,0.51,ID,1675541315
351,bharatpur,27.2167,77.4833,15.29,42,0,2.94,IN,1675541577
352,pevek,69.7008,170.3133,-37.78,100,89,1.0,RU,1675540977
353,yeppoon,-23.1333,150.7333,25.88,89,58,3.57,AU,1675541578
354,cowra,-33.8333,148.6833,12.65,70,0,0.8,AU,1675541578
355,kitimat,54.0524,-128.6534,1.06,32,100,1.06,CA,1675541578
356,champerico,14.3,-91.9167,29.22,59,2,5.58,GT,1675541204
357,dasoguz,41.8363,59.9666,2.85,70,6,5.92,TM,1675541579
358,kelheim,48.9167,11.8667,0.14,77,54,1.44,DE,1675541579
359,terney,45.0503,136.6092,-12.84,79,80,2.95,RU,1675541579
360,novikovo,51.1537,37.8879,-3.65,95,99,3.54,RU,1675541579
361,sinnamary,5.3833,-52.95,25.23,88,100,6.97,GF,1675541516
362,north platte,41.1239,-100.7654,7.29,63,0,6.71,US,1675541436
363,san carlos de bariloche,-41.1456,-71.3082,33.47,28,4,3.31,AR,1675541578
364,matara,5.9485,80.5353,23.69,92,47,2.37,LK,1675541193
365,lazaro cardenas,17.9583,-102.2,30.1,44,0,5.36,MX,1675541088
366,agropoli,40.3469,14.9966,7.88,56,6,4.65,IT,1675541580
367,songjianghe,42.1859,127.479,-14.02,81,58,3.19,CN,1675541580
368,sioux lookout,50.1001,-91.917,-11.48,88,100,1.85,CA,1675541580
369,oranjemund,-28.55,16.4333,17.51,93,3,3.7,NA,1675541581
370,mackenzie,55.2999,-123.1698,0.12,100,100,4.63,CA,1675541581
371,adrar,20.5022,-10.0711,17.53,15,100,4.43,MR,1675541228
372,kaset sombun,16.2805,101.9542,24.56,82,100,0.9,TH,1675541582
373,dali,25.7,100.1833,5.97,58,7,2.48,CN,1675541582
374,temba,-25.3803,28.2631,23.95,74,52,4.74,ZA,1675541583
375,paamiut,61.994,-49.6678,-8.75,75,100,5.09,GL,1675541245
376,saint-francois,46.4154,3.9054,7.04,94,0,1.54,FR,1675541583
377,namatanai,-3.6667,152.4333,25.98,82,100,1.25,PG,1675541066
378,yinchuan,38.4681,106.2731,-1.72,30,0,0.78,CN,1675541584
379,marawi,7.9986,124.2928,19.38,90,100,0.7,PH,1675541424
380,bon air,37.5249,-77.5578,2.83,31,0,3.6,US,1675541584
381,kushima,31.4583,131.2333,7.14,84,100,2.07,JP,1675541585
382,dunedin,-45.8742,170.5036,20.45,84,100,2.24,NZ,1675541209
383,greystones,53.1408,-6.0631,7.17,86,100,5.77,IE,1675541585
384,chapais,49.7834,-74.8492,-22.12,91,100,4.15,CA,1675541586
385,kupang,-10.1667,123.5833,25.24,91,100,6.57,ID,1675541586
386,jalu,29.0331,21.5482,13.35,49,100,2.81,LY,1675541316
387,rehoboth,-23.3167,17.0833,25.17,38,100,7.1,NA,1675541587
388,salur,18.5333,83.2167,18.49,72,5,0.85,IN,1675541316
389,whitianga,-36.8333,175.7,20.34,81,37,2.78,NZ,1675541587
390,kungurtug,50.5994,97.5228,-18.43,97,99,0.73,RU,1675541587
391,belyy yar,53.6039,91.3903,-25.06,84,20,1.0,RU,1675541495
392,plouzane,48.3833,-4.6167,7.18,76,100,1.54,FR,1675541588
393,gawler,-34.6,138.7333,12.73,95,7,1.76,AU,1675541535
394,puerto madero,14.7208,-92.4215,32.11,51,20,7.72,MX,1675541588
395,ligayan,4.6533,119.4706,27.16,77,88,2.97,PH,1675541570
396,pindiga,9.9833,10.9333,27.86,16,42,3.57,NG,1675541589
397,panzhihua,26.5851,101.7128,8.88,44,0,1.0,CN,1675541589
398,urengoy,65.9667,78.3667,-13.63,96,100,2.81,RU,1675541590
399,high level,58.5169,-117.136,-13.94,92,100,1.03,CA,1675541468
400,pontianak,-0.0333,109.3333,23.99,100,75,1.03,ID,1675541325
401,shingu,33.7333,135.9833,2.5,80,19,3.55,JP,1675541522
402,kodinsk,58.6881,99.1844,-15.77,98,99,1.27,RU,1675541590
403,agadez,19.75,10.25,21.84,15,9,2.85,NE,1675541591
404,port-gentil,-0.7193,8.7815,27.65,78,100,4.78,GA,1675541591
405,kumano,34.3442,132.5894,-0.49,71,2,2.62,JP,1675541591
406,onojo,33.5357,130.4786,1.61,80,5,1.54,JP,1675541592
407,pozo colorado,-23.4923,-58.7972,34.14,28,49,1.07,PY,1675541592
408,slavsk,55.0425,21.677,-3.0,76,19,4.14,RU,1675541592
409,prabumulih,-3.45,104.25,22.98,97,100,1.31,ID,1675541593
410,bilma,18.6853,12.9164,23.76,14,28,2.55,NE,1675541210
411,saint anthony,45.0205,-93.218,-1.8,64,0,3.6,US,1675541466
412,chernyshevskiy,63.0128,112.4714,-35.63,100,100,1.43,RU,1675541532
413,bahia de caraquez,-0.6,-80.4167,28.1,88,100,2.35,EC,1675541593
414,ajdabiya,30.7554,20.2263,12.86,61,19,2.24,LY,1675541567
415,galesong,-5.3166,119.3661,24.01,82,100,3.08,ID,1675541259
416,kysyl-syr,63.8986,122.7617,-31.66,98,100,2.07,RU,1675541593
417,klaksvik,62.2266,-6.589,4.51,62,12,13.79,FO,1675541185
418,faya,18.3851,42.4509,11.29,66,86,1.23,SA,1675541594
419,marsa matruh,31.3525,27.2453,14.01,65,53,5.91,EG,1675541594
420,asfi,32.2994,-9.2372,14.21,72,0,2.26,MA,1675541538
421,cherskiy,68.75,161.3,-37.34,100,93,2.39,RU,1675541433
422,yumen,40.2833,97.2,-3.11,38,100,5.18,CN,1675541483
423,usingen,50.3333,8.5333,5.31,72,86,0.42,DE,1675541595
424,sakaiminato,35.55,133.2333,4.31,59,65,0.74,JP,1675541595
425,sola,-13.8833,167.55,27.43,83,100,11.54,VU,1675541499
426,walvis bay,-22.9575,14.5053,18.38,78,100,6.19,NA,1675541596
427,tabou,4.423,-7.3528,26.75,83,5,4.08,CI,1675541596
428,belem,-1.4558,-48.5044,27.02,89,20,3.6,BR,1675541060
429,kabare,-2.4683,28.8242,16.69,82,72,0.87,CD,1675541596
430,aripuana,-9.1667,-60.6333,27.65,81,100,0.92,BR,1675541597
431,pacific grove,36.6177,-121.9166,17.72,78,20,9.39,US,1675541211
432,finspang,58.7058,15.7674,-6.94,89,26,1.4,SE,1675541598
433,smithers,54.7804,-127.1743,2.59,100,98,1.47,CA,1675541445
434,ploemeur,47.7333,-3.4333,8.3,78,100,1.54,FR,1675541598
435,sakakah,29.9697,40.2064,10.14,50,0,3.34,SA,1675541442
436,aksarka,66.5606,67.7975,-12.4,97,97,2.56,RU,1675541199
437,charlestown,-32.95,151.6667,18.56,57,0,1.34,AU,1675541599
438,omsukchan,62.5333,155.8,-29.99,97,100,1.93,RU,1675541599
439,menongue,-14.6585,17.691,16.8,89,98,1.18,AO,1675541599
440,ust-tsilma,65.441,52.1498,-18.12,100,91,1.29,RU,1675541600
441,kamaishi,39.2667,141.8833,-2.04,74,5,3.1,JP,1675541214
442,mount isa,-20.7333,139.5,20.87,43,100,4.12,AU,1675541212
443,whitehorse,60.7161,-135.0538,-11.77,82,93,2.68,CA,1675541402
444,dothan,31.2232,-85.3905,16.11,43,0,2.57,US,1675541600
445,zaraysk,54.7653,38.8836,-6.75,98,100,1.51,RU,1675541600
446,port macquarie,-31.4333,152.9167,16.05,82,1,2.1,AU,1675541601
447,oyem,1.5995,11.5793,22.34,83,18,2.06,GA,1675541601
448,bahadurganj,26.2667,87.8167,14.85,57,0,2.79,IN,1675541601
449,sechura,-5.5569,-80.8222,28.01,56,95,8.0,PE,1675541601
450,tomari,47.7658,142.0683,-14.8,93,21,1.89,RU,1675541602
451,saint-joseph,-21.3667,55.6167,25.21,85,98,4.87,RE,1675541603
452,na wa,17.4897,104.1006,22.51,86,99,2.03,TH,1675541603
453,pinheiro,-2.5214,-45.0825,27.04,82,99,2.6,BR,1675541603
454,ambulu,-8.345,113.6058,24.7,87,100,1.19,ID,1675541604
455,shahpura,27.3833,75.9667,14.95,35,0,1.54,IN,1675541604
456,scaesti,44.4667,23.5833,4.03,82,100,1.87,RO,1675541604
457,tarko-sale,64.9225,77.785,-12.86,94,100,3.71,RU,1675541605
458,valleyview,55.0667,-117.2859,0.89,97,97,1.83,CA,1675541605
459,zhigansk,66.7697,123.3711,-41.48,96,52,5.34,RU,1675541312
460,tambura,5.6,27.4667,24.91,18,37,2.37,SS,1675541606
461,srednekolymsk,67.45,153.6833,-35.13,100,100,1.26,RU,1675541606
462,koslan,63.4564,48.8989,-19.45,100,100,1.01,RU,1675541606
463,brigantine,39.4101,-74.3646,-1.66,45,0,4.92,US,1675541506
464,hanzhong,33.0728,107.0303,6.69,58,78,0.54,CN,1675541607
465,tanout,14.9709,8.8879,25.28,15,88,4.26,NE,1675541607
466,fujin,47.26,132.0322,-16.39,98,100,1.31,CN,1675541607
467,sukumo,32.9333,132.7333,1.74,81,5,2.52,JP,1675541534
468,nizwa,22.9333,57.5333,21.52,55,0,0.51,OM,1675541608
469,raciborz,50.0919,18.2193,-0.18,90,100,5.9,PL,1675541608
470,troitskoye,52.9821,84.6757,-17.51,99,93,1.99,RU,1675541609
471,fuling,29.7022,107.3919,8.6,80,92,1.36,CN,1675541609
472,mamaku,-38.1,176.0833,19.0,83,94,1.82,NZ,1675541609
473,uberaba,-19.7483,-47.9319,24.44,85,100,2.2,BR,1675541610
474,sidhi,24.4167,81.8833,14.84,36,4,1.7,IN,1675541610
475,nassau,40.7507,-73.5829,-4.18,32,0,2.06,US,1675541611
476,sistranda,63.7256,8.834,0.98,55,100,5.48,NO,1675541501
477,chissamba,-12.1667,17.3333,18.21,91,100,0.6,AO,1675541611
478,khipro,25.8285,69.3772,20.12,29,0,3.67,PK,1675541611
479,alyangula,-13.8483,136.4192,26.73,60,98,0.87,AU,1675541612
480,guantanamo,20.1444,-75.2092,28.76,54,68,2.97,CU,1675541612
481,freeport,40.6576,-73.5832,-4.01,32,0,3.6,US,1675541612
482,tubuala,9.5167,-79.0333,26.28,78,43,7.73,PA,1675541496
483,ballangen,68.3428,16.8315,1.12,69,40,4.63,NO,1675541613
484,wageningen,51.9667,5.6667,8.25,91,100,0.51,NL,1675541613
485,quelimane,-17.8786,36.8883,26.97,89,20,2.06,MZ,1675541614
486,tigil,57.8,158.6667,-28.42,100,44,1.24,RU,1675541371
487,salym,60.0625,71.4789,-18.69,98,89,1.71,RU,1675541614
488,wilmington,34.2257,-77.9447,8.25,47,0,4.02,US,1675541499
489,gadu,17.6292,121.6105,19.27,90,97,1.01,PH,1675541614
490,ayacucho,-13.1583,-74.2239,17.92,55,75,1.03,PE,1675541614
491,port hardy,50.6996,-127.4199,7.43,88,100,10.61,CA,1675541615
492,ereymentau,51.6199,73.1033,-19.33,98,99,2.41,KZ,1675541615
493,ferrol,43.4832,-8.2369,11.26,79,0,4.41,ES,1675541615
494,ariyalur,11.1333,79.0833,20.83,89,3,3.07,IN,1675541615
495,touros,-5.1989,-35.4608,27.67,74,93,6.66,BR,1675541545
496,seropedica,-22.7439,-43.7075,35.77,70,99,2.58,BR,1675541533
497,jasper,37.2001,-94.3502,11.17,52,0,7.2,US,1675541616
498,warrnambool,-38.3833,142.4833,14.39,81,100,3.19,AU,1675541616
499,namibe,-15.1961,12.1522,21.66,77,30,4.3,AO,1675541454
500,churapcha,62.0025,132.4325,-35.56,100,100,0.12,RU,1675541616
501,kutum,14.2,24.6667,18.3,15,100,3.89,SD,1675541618
502,bathsheba,13.2167,-59.5167,28.34,69,40,9.77,BB,1675541618
503,broome,42.2506,-75.833,-7.73,59,100,3.58,US,1675541220
504,bitkine,11.9801,18.2138,27.06,14,98,3.43,TD,1675541618
505,duncan,34.5023,-97.9578,15.94,47,3,9.83,US,1675541619
506,port lincoln,-34.7333,135.8667,15.07,80,43,1.72,AU,1675541445
507,jackson,42.4165,-122.8345,15.21,66,0,2.57,US,1675541502
508,havelock,34.8791,-76.9013,4.43,46,0,5.66,US,1675541619
509,nantucket,41.2835,-70.0995,-8.84,52,0,7.72,US,1675541298
510,boyuibe,-20.4167,-63.2833,29.56,32,98,3.53,BO,1675541619
511,severodvinsk,64.5635,39.8302,-11.29,98,74,2.24,RU,1675541619
512,peleduy,59.6289,112.7406,-17.83,98,100,1.74,RU,1675541620
513,inuvik,68.3499,-133.7218,-38.49,99,33,0.48,CA,1675541620
514,koumac,-20.5667,164.2833,27.18,78,28,1.33,NC,1675541620
515,tura,25.5198,90.2201,13.88,53,0,1.05,IN,1675541484
516,atar,20.5169,-13.0499,18.65,16,99,5.65,MR,1675541529
517,sorong,-0.8833,131.25,25.11,88,100,2.49,ID,1675541621
518,alugan,12.2188,125.4808,25.5,86,97,6.47,PH,1675541538
519,buchanan,5.8808,-10.0467,26.67,84,43,2.67,LR,1675541621
520,horadiz,39.4488,47.3353,5.44,56,100,1.66,AZ,1675541621
521,ossora,59.2353,163.0719,-17.91,87,100,1.37,RU,1675541622
522,maceio,-9.6658,-35.7353,29.69,65,20,5.14,BR,1675541465
523,abu dhabi,24.4667,54.3667,19.06,76,0,1.54,AE,1675541404
524,port hedland,-20.3167,118.5667,26.03,78,21,4.63,AU,1675541622
525,mozhaysk,55.5019,36.0272,-7.12,97,100,2.4,RU,1675541623
526,ubeda,38.0133,-3.3705,6.46,40,0,1.26,ES,1675541623
527,sao joao da barra,-21.6403,-41.0511,31.05,83,7,6.26,BR,1675541207
528,manggar,-2.8833,108.2667,25.29,87,100,3.02,ID,1675541511
529,ahipara,-35.1667,173.1667,19.75,89,100,3.35,NZ,1675540989
530,murupara,-38.4667,176.7,20.37,96,100,1.18,NZ,1675541623
531,jiamusi,46.8333,130.35,-14.16,96,100,1.7,CN,1675541623
532,macas,-2.3167,-78.1167,26.86,57,40,4.63,EC,1675541624
533,santa rosa,14.3122,121.1114,23.99,80,95,3.39,PH,1675541624
534,uberlandia,-18.9186,-48.2772,24.76,71,100,2.64,BR,1675541390
535,farafangana,-22.8167,47.8333,24.12,89,100,3.98,MG,1675541624
536,mitsamiouli,-11.3847,43.2844,27.36,74,98,1.11,KM,1675541625
537,khromtau,50.2503,58.4347,-19.79,94,59,4.53,KZ,1675541625
538,eskisehir,39.7767,30.5206,-3.05,100,100,3.09,TR,1675541625
539,pochutla,15.7432,-96.4661,31.9,39,0,3.88,MX,1675541625
540,conceicao do araguaia,-8.2578,-49.2647,28.69,75,99,1.57,BR,1675541626
541,shakawe,-18.3667,21.85,21.86,86,88,1.8,BW,1675541626
542,kloulklubed,7.0419,134.2556,27.91,76,96,7.73,PW,1675541626
543,hobyo,5.3505,48.5268,24.16,72,59,7.95,SO,1675541627
544,sudzha,51.1976,35.2726,-2.04,94,100,2.7,RU,1675541627
545,masvingo,-20.0637,30.8277,18.95,83,34,1.86,ZW,1675541627
546,jingdezhen,29.2947,117.2079,7.34,97,80,0.85,CN,1675541627
547,talcahuano,-36.7167,-73.1167,17.82,77,100,5.14,CL,1675541628
